run_number,run_dir,summary_path,status,reason,figure_path,context_summary_path,figure_notes_path,width_px,height_px,unique_colors,nonwhite_fraction,validation_pixel_stride,validation_sample_pixels
1047,outputs/experiments/1047_coordinate_optimizer_variable_depth_radius_seed165580141_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/1047_coordinate_optimizer_variable_depth_radius_seed165580141_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1047_coordinate_optimizer_variable_depth_radius_seed165580141_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1047_coordinate_optimizer_variable_depth_radius_seed165580141_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1047_coordinate_optimizer_variable_depth_radius_seed165580141_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1421,0.10982954118795525,4,199755
1046,outputs/experiments/1046_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx52p5_ringdown050_objectives,outputs/experiments/1046_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1046_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx52p5_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1046_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx52p5_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1046_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx52p5_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1376,0.12241996445645917,4,199755
1045,outputs/experiments/1045_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/1045_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1045_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1045_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1045_coordinate_optimizer_variable_depth_radius_seed102334155_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1406,0.11217741733623689,4,199755
1044,outputs/experiments/1044_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources9_txrx60_ringdown050_objectives,outputs/experiments/1044_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1044_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1044_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1044_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1406,0.11218742960126155,4,199755
1043,outputs/experiments/1043_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources7_txrx60_ringdown050_objectives,outputs/experiments/1043_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources7_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1043_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources7_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1043_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources7_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1043_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources7_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1406,0.11219243573377387,4,199755
1042,outputs/experiments/1042_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/1042_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1042_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1042_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1042_coordinate_optimizer_variable_depth_radius_seed102334155_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1406,0.11218242346874922,4,199755
1041,outputs/experiments/1041_coordinate_optimizer_variable_depth_radius_seed102334155_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/1041_coordinate_optimizer_variable_depth_radius_seed102334155_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1041_coordinate_optimizer_variable_depth_radius_seed102334155_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1041_coordinate_optimizer_variable_depth_radius_seed102334155_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1041_coordinate_optimizer_variable_depth_radius_seed102334155_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1406,0.11231758904658207,4,199755
1040,outputs/experiments/1040_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx52p5_ringdown050_objectives,outputs/experiments/1040_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1040_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx52p5_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1040_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx52p5_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1040_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx52p5_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1423,0.11162173662736853,4,199755
1039,outputs/experiments/1039_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/1039_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1039_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1039_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1039_coordinate_optimizer_variable_depth_radius_seed63245986_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1424,0.11133638707416585,4,199755
1038,outputs/experiments/1038_coordinate_optimizer_variable_depth_radius_seed63245986_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/1038_coordinate_optimizer_variable_depth_radius_seed63245986_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1038_coordinate_optimizer_variable_depth_radius_seed63245986_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1038_coordinate_optimizer_variable_depth_radius_seed63245986_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1038_coordinate_optimizer_variable_depth_radius_seed63245986_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1424,0.11133638707416585,4,199755
1037,outputs/experiments/1037_coordinate_optimizer_variable_depth_radius_seed63245986_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/1037_coordinate_optimizer_variable_depth_radius_seed63245986_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1037_coordinate_optimizer_variable_depth_radius_seed63245986_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1037_coordinate_optimizer_variable_depth_radius_seed63245986_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1037_coordinate_optimizer_variable_depth_radius_seed63245986_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1423,0.11137143000175215,4,199755
1036,outputs/experiments/1036_coordinate_optimizer_variable_depth_radius_seed39088169_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/1036_coordinate_optimizer_variable_depth_radius_seed39088169_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1036_coordinate_optimizer_variable_depth_radius_seed39088169_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1036_coordinate_optimizer_variable_depth_radius_seed39088169_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1036_coordinate_optimizer_variable_depth_radius_seed39088169_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1417,0.11397962504067483,4,199755
1035,outputs/experiments/1035_coordinate_optimizer_variable_depth_radius_seed39088169_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/1035_coordinate_optimizer_variable_depth_radius_seed39088169_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1035_coordinate_optimizer_variable_depth_radius_seed39088169_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1035_coordinate_optimizer_variable_depth_radius_seed39088169_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1035_coordinate_optimizer_variable_depth_radius_seed39088169_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1417,0.11400465570323647,4,199755
1034,outputs/experiments/1034_coordinate_optimizer_variable_depth_radius_seed39088169_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/1034_coordinate_optimizer_variable_depth_radius_seed39088169_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1034_coordinate_optimizer_variable_depth_radius_seed39088169_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1034_coordinate_optimizer_variable_depth_radius_seed39088169_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1034_coordinate_optimizer_variable_depth_radius_seed39088169_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1417,0.11409476608845837,4,199755
1033,outputs/experiments/1033_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx52p5_ringdown050_objectives,outputs/experiments/1033_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1033_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx52p5_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1033_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx52p5_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1033_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx52p5_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1401,0.107426597582038,4,199755
1032,outputs/experiments/1032_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/1032_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1032_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1032_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1032_coordinate_optimizer_variable_depth_radius_seed24157817_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1400,0.107136241896323,4,199755
1031,outputs/experiments/1031_coordinate_optimizer_variable_depth_radius_seed24157817_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/1031_coordinate_optimizer_variable_depth_radius_seed24157817_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1031_coordinate_optimizer_variable_depth_radius_seed24157817_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1031_coordinate_optimizer_variable_depth_radius_seed24157817_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1031_coordinate_optimizer_variable_depth_radius_seed24157817_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1400,0.10716127255888463,4,199755
1030,outputs/experiments/1030_coordinate_optimizer_variable_depth_radius_seed24157817_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/1030_coordinate_optimizer_variable_depth_radius_seed24157817_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1030_coordinate_optimizer_variable_depth_radius_seed24157817_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1030_coordinate_optimizer_variable_depth_radius_seed24157817_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1030_coordinate_optimizer_variable_depth_radius_seed24157817_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1400,0.10726640134164352,4,199755
1029,outputs/experiments/1029_coordinate_optimizer_variable_depth_radius_seed14930352_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/1029_coordinate_optimizer_variable_depth_radius_seed14930352_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1029_coordinate_optimizer_variable_depth_radius_seed14930352_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1029_coordinate_optimizer_variable_depth_radius_seed14930352_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1029_coordinate_optimizer_variable_depth_radius_seed14930352_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1466,0.11918600285349554,4,199755
1028,outputs/experiments/1028_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources7_txrx60_ringdown050_objectives,outputs/experiments/1028_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources7_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1028_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources7_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1028_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources7_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1028_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources7_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1466,0.1192160396485695,4,199755
1027,outputs/experiments/1027_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/1027_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1027_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1027_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1027_coordinate_optimizer_variable_depth_radius_seed14930352_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1466,0.11921103351605716,4,199755
1026,outputs/experiments/1026_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources11_txrx60_ringdown050_objectives,outputs/experiments/1026_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources11_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1026_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources11_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1026_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources11_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1026_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources11_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1467,0.11934619909389002,4,199755
1025,outputs/experiments/1025_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources9_txrx60_ringdown050_objectives,outputs/experiments/1025_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1025_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1025_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1025_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1467,0.11924107031113114,4,199755
1024,outputs/experiments/1024_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx52p5_ringdown050_objectives,outputs/experiments/1024_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1024_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx52p5_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1024_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx52p5_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1024_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx52p5_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1467,0.11963655477960501,4,199755
1023,outputs/experiments/1023_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/1023_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1023_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1023_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1023_coordinate_optimizer_variable_depth_radius_seed14930352_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1466,0.11933118069635303,4,199755
1022,outputs/experiments/1022_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx52p5_ringdown050_objectives,outputs/experiments/1022_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1022_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx52p5_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1022_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx52p5_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1022_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx52p5_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1414,0.10968436334509775,4,199755
1021,outputs/experiments/1021_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/1021_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1021_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1021_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1021_coordinate_optimizer_variable_depth_radius_seed9227465_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1414,0.10940902605691973,4,199755
1020,outputs/experiments/1020_coordinate_optimizer_variable_depth_radius_seed9227465_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/1020_coordinate_optimizer_variable_depth_radius_seed9227465_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1020_coordinate_optimizer_variable_depth_radius_seed9227465_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1020_coordinate_optimizer_variable_depth_radius_seed9227465_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1020_coordinate_optimizer_variable_depth_radius_seed9227465_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1414,0.10941403218943205,4,199755
1019,outputs/experiments/1019_coordinate_optimizer_variable_depth_radius_seed9227465_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/1019_coordinate_optimizer_variable_depth_radius_seed9227465_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1019_coordinate_optimizer_variable_depth_radius_seed9227465_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1019_coordinate_optimizer_variable_depth_radius_seed9227465_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1019_coordinate_optimizer_variable_depth_radius_seed9227465_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1414,0.10947911191209231,4,199755
1018,outputs/experiments/1018_coordinate_optimizer_variable_depth_radius_seed5702887_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/1018_coordinate_optimizer_variable_depth_radius_seed5702887_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1018_coordinate_optimizer_variable_depth_radius_seed5702887_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1018_coordinate_optimizer_variable_depth_radius_seed5702887_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1018_coordinate_optimizer_variable_depth_radius_seed5702887_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1409,0.11423493779880353,4,199755
1017,outputs/experiments/1017_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources11_txrx60_ringdown050_objectives,outputs/experiments/1017_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources11_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1017_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources11_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1017_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources11_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1017_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources11_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1408,0.11427498685890215,4,199755
1016,outputs/experiments/1016_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx65_ringdown050_objectives,outputs/experiments/1016_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx65_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1016_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx65_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1016_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx65_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1016_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx65_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1409,0.11430502365397611,4,199755
1015,outputs/experiments/1015_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx45_ringdown050_objectives,outputs/experiments/1015_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx45_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,skipped,existing valid pulse/noise artifacts,outputs/experiments/1015_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx45_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/1015_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx45_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/1015_coordinate_optimizer_variable_depth_radius_seed5702887_target2_sources9_txrx45_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,1409,0.1142649745938775,4,199755
