run_number,run_dir,summary_path,status,reason,figure_path,scene_summary_path,figure_notes_path,width_px,height_px,unique_colors,nonwhite_fraction
763,outputs/experiments/763_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50p625_ringdown025_objectives,outputs/experiments/763_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50p625_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/763_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50p625_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/763_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50p625_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/763_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50p625_ringdown025_objectives/figures/FIGURE_NOTES.md,1735,1030,2090,0.6652041073277188
762,outputs/experiments/762_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx51p25_ringdown025_objectives,outputs/experiments/762_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx51p25_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/762_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx51p25_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/762_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx51p25_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/762_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx51p25_ringdown025_objectives/figures/FIGURE_NOTES.md,1713,1030,2095,0.6734219758670136
761,outputs/experiments/761_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx52p5_ringdown025_objectives,outputs/experiments/761_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx52p5_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/761_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx52p5_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/761_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx52p5_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/761_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx52p5_ringdown025_objectives/figures/FIGURE_NOTES.md,1692,1030,2118,0.6815132318850559
760,outputs/experiments/760_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx55_ringdown025_objectives,outputs/experiments/760_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx55_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/760_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx55_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/760_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx55_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/760_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx55_ringdown025_objectives/figures/FIGURE_NOTES.md,1648,1030,2082,0.6994880525968518
759,outputs/experiments/759_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_fine_radius_objectives,outputs/experiments/759_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_fine_radius_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/759_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_fine_radius_objectives/figures/system_scene_geometry.png,outputs/experiments/759_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_fine_radius_objectives/data/system_scene_geometry_summary.json,outputs/experiments/759_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_fine_radius_objectives/figures/FIGURE_NOTES.md,1731,1064,2098,0.646026895662032
758,outputs/experiments/758_cross_txrx_condition_fitted_ringdown_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
757,outputs/experiments/757_txrx60_fitted_ringdown_all_target_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
756,outputs/experiments/756_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx60_ringdown025_objectives,outputs/experiments/756_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx60_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/756_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx60_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/756_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx60_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/756_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx60_ringdown025_objectives/figures/FIGURE_NOTES.md,1649,1030,2109,0.6993399942301012
755,outputs/experiments/755_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_objectives,outputs/experiments/755_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/755_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/755_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/755_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx60_ringdown025_objectives/figures/FIGURE_NOTES.md,1648,1030,2043,0.7000630361014233
754,outputs/experiments/754_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx60_ringdown025_objectives,outputs/experiments/754_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx60_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/754_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx60_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/754_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx60_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/754_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx60_ringdown025_objectives/figures/FIGURE_NOTES.md,1649,1030,2074,0.6992716974688985
753,outputs/experiments/753_cross_condition_fitted_ringdown_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
752,outputs/experiments/752_ringdown035_fitted_ringdown_all_target_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
751,outputs/experiments/751_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown035_objectives,outputs/experiments/751_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/751_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown035_objectives/figures/system_scene_geometry.png,outputs/experiments/751_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown035_objectives/data/system_scene_geometry_summary.json,outputs/experiments/751_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown035_objectives/figures/FIGURE_NOTES.md,1649,1030,2022,0.6992817064770058
750,outputs/experiments/750_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown035_objectives,outputs/experiments/750_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/750_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown035_objectives/figures/system_scene_geometry.png,outputs/experiments/750_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown035_objectives/data/system_scene_geometry_summary.json,outputs/experiments/750_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown035_objectives/figures/FIGURE_NOTES.md,1649,1030,2067,0.6992475580964044
749,outputs/experiments/749_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown035_objectives,outputs/experiments/749_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown035_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/749_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown035_objectives/figures/system_scene_geometry.png,outputs/experiments/749_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown035_objectives/data/system_scene_geometry_summary.json,outputs/experiments/749_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown035_objectives/figures/FIGURE_NOTES.md,1649,1030,2071,0.6992298951409209
748,outputs/experiments/748_cross_seed_fitted_ringdown_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
747,outputs/experiments/747_seed89_fitted_ringdown_all_target_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
746,outputs/experiments/746_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown025_objectives,outputs/experiments/746_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/746_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/746_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/746_coordinate_optimizer_variable_depth_radius_seed89_target1_txrx50_ringdown025_objectives/figures/FIGURE_NOTES.md,1649,1030,2061,0.699226951315007
745,outputs/experiments/745_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown025_objectives,outputs/experiments/745_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/745_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/745_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/745_coordinate_optimizer_variable_depth_radius_seed89_target2_txrx50_ringdown025_objectives/figures/FIGURE_NOTES.md,1648,1030,2028,0.7000135498161938
744,outputs/experiments/744_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown025_objectives,outputs/experiments/744_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/744_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/744_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/744_coordinate_optimizer_variable_depth_radius_seed89_target0_txrx50_ringdown025_objectives/figures/FIGURE_NOTES.md,1649,1030,2105,0.6992952480762098
743,outputs/experiments/743_seed21_fitted_ringdown_all_target_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
742,outputs/experiments/742_coordinate_optimizer_variable_depth_radius_seed21_target1_txrx50_ringdown025_objectives,outputs/experiments/742_coordinate_optimizer_variable_depth_radius_seed21_target1_txrx50_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/742_coordinate_optimizer_variable_depth_radius_seed21_target1_txrx50_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/742_coordinate_optimizer_variable_depth_radius_seed21_target1_txrx50_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/742_coordinate_optimizer_variable_depth_radius_seed21_target1_txrx50_ringdown025_objectives/figures/FIGURE_NOTES.md,1648,1030,2041,0.6993943821283816
741,outputs/experiments/741_coordinate_optimizer_variable_depth_radius_seed21_target2_txrx50_ringdown025_objectives,outputs/experiments/741_coordinate_optimizer_variable_depth_radius_seed21_target2_txrx50_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/741_coordinate_optimizer_variable_depth_radius_seed21_target2_txrx50_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/741_coordinate_optimizer_variable_depth_radius_seed21_target2_txrx50_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/741_coordinate_optimizer_variable_depth_radius_seed21_target2_txrx50_ringdown025_objectives/figures/FIGURE_NOTES.md,1648,1030,2058,0.6994108775567914
740,outputs/experiments/740_coordinate_optimizer_variable_depth_radius_seed21_target0_txrx50_ringdown025_objectives,outputs/experiments/740_coordinate_optimizer_variable_depth_radius_seed21_target0_txrx50_ringdown025_objectives/data/multi_rebar_coordinate_optimizer_summary.json,refreshed,refresh requested,outputs/experiments/740_coordinate_optimizer_variable_depth_radius_seed21_target0_txrx50_ringdown025_objectives/figures/system_scene_geometry.png,outputs/experiments/740_coordinate_optimizer_variable_depth_radius_seed21_target0_txrx50_ringdown025_objectives/data/system_scene_geometry_summary.json,outputs/experiments/740_coordinate_optimizer_variable_depth_radius_seed21_target0_txrx50_ringdown025_objectives/figures/FIGURE_NOTES.md,1648,1030,2053,0.6999799698369309
739,outputs/experiments/739_experiment_archive_health_report_current,,skipped,no compatible coordinate optimizer summary,,,,,,,
738,outputs/experiments/738_post_archive_coverage_audit_resume_checkpoint,,skipped,no compatible coordinate optimizer summary,,,,,,,
737,outputs/experiments/737_current_archive_coverage_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
736,outputs/experiments/736_next_action_queue_current_archive_coverage_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
735,outputs/experiments/735_commit_pr_summary_current_archive_coverage_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
734,outputs/experiments/734_current_state_archive_coverage_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
733,outputs/experiments/733_current_manuscript_validation_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
732,outputs/experiments/732_next_action_queue_current_manuscript_validation_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
731,outputs/experiments/731_commit_pr_summary_current_manuscript_validation_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
730,outputs/experiments/730_imrad_manuscript_current_validation_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
729,outputs/experiments/729_current_validation_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
728,outputs/experiments/728_next_action_queue_current_validation_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
727,outputs/experiments/727_commit_pr_summary_current_validation_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
726,outputs/experiments/726_current_precommit_validation_after_archive_coverage_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
725,outputs/experiments/725_current_archive_coverage_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
724,outputs/experiments/724_next_action_queue_current_archive_coverage_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
723,outputs/experiments/723_commit_pr_summary_current_archive_coverage_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
722,outputs/experiments/722_current_state_archive_coverage_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
721,outputs/experiments/721_current_review_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
720,outputs/experiments/720_next_action_queue_current_review_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
719,outputs/experiments/719_commit_pr_summary_current_review_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
718,outputs/experiments/718_code_self_review_current_validation_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
717,outputs/experiments/717_current_validation_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
716,outputs/experiments/716_next_action_queue_current_validation_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
715,outputs/experiments/715_commit_pr_summary_current_validation_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
714,outputs/experiments/714_current_precommit_validation_after_archive_coverage_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
713,outputs/experiments/713_current_archive_coverage_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
712,outputs/experiments/712_next_action_queue_current_archive_coverage_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
711,outputs/experiments/711_commit_pr_summary_current_archive_coverage_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
710,outputs/experiments/710_current_state_archive_coverage_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
709,outputs/experiments/709_current_review_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
708,outputs/experiments/708_next_action_queue_current_review_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
707,outputs/experiments/707_commit_pr_summary_current_review_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
706,outputs/experiments/706_code_self_review_current_validation_checkpoint,,skipped,no compatible coordinate optimizer summary,,,,,,,
705,outputs/experiments/705_current_validation_after_coordinate_default_audit_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
704,outputs/experiments/704_next_action_queue_current_validation_after_coordinate_default_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
703,outputs/experiments/703_commit_pr_summary_current_validation_after_coordinate_default_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
702,outputs/experiments/702_current_precommit_validation_after_coordinate_default_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
701,outputs/experiments/701_current_coordinate_default_audit_refresh_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
700,outputs/experiments/700_next_action_queue_coordinate_default_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
699,outputs/experiments/699_commit_pr_summary_coordinate_default_audit_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
698,outputs/experiments/698_current_coordinate_default_smoke_state_audit,,skipped,no compatible coordinate optimizer summary,,,,,,,
697,outputs/experiments/697_next_action_queue_coordinate_default_smoke_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
696,outputs/experiments/696_commit_pr_summary_coordinate_default_smoke_refresh,,skipped,no compatible coordinate optimizer summary,,,,,,,
